model_name,dsc/test,dsc/test_RV,dsc/test_MYO,dsc/test_LV,gen/anatomically_valid
centre-1-5-subjects-seed-1970,0.5241667032241821,0.4902711808681488,0.4404393136501312,0.641789436340332,0.5386303067207336
centre-1-5-subjects-seed-1971,0.6256225109100342,0.5901605486869812,0.5474146604537964,0.7392922043800354,0.4708757996559143
centre-1-5-subjects-seed-1972,0.6428380012512207,0.566495418548584,0.6024095416069031,0.7596089243888855,0.5057340264320374
centre-1-5-subjects-seed-1973,0.6061931848526001,0.5149623155593872,0.5700014233589172,0.7336158156394958,0.4170345366001129
centre-1-5-subjects-seed-1974,0.5124945044517517,0.526130735874176,0.4530959129333496,0.5582568645477295,0.4975050687789917
centre-2-5-subjects-seed-1970,0.7706262469291687,0.7666729092597961,0.7398642897605896,0.805341899394989,0.2933413088321686
centre-2-5-subjects-seed-1971,0.7317935824394226,0.7324386835098267,0.6845486760139465,0.778393566608429,0.3589712679386139
centre-2-5-subjects-seed-1972,0.7398648262023926,0.6935375332832336,0.737330973148346,0.7887259125709534,0.20689791440963745
centre-2-5-subjects-seed-1973,0.74418044090271,0.7105314135551453,0.7276795506477356,0.7943302989006042,0.3080940842628479
centre-2-5-subjects-seed-1974,0.7147972583770752,0.7068549990653992,0.6677557826042175,0.7697808742523193,0.14070972800254822
centre-3-5-subjects-seed-1970,0.7747821807861328,0.7450922727584839,0.7372506260871887,0.8420034050941467,0.5084776878356934
centre-3-5-subjects-seed-1971,0.7924855351448059,0.7551786303520203,0.7671571373939514,0.8551209568977356,0.3571622967720032
centre-3-5-subjects-seed-1972,0.7820814847946167,0.7447068691253662,0.7310668230056763,0.8704705238342285,0.39925989508628845
centre-3-5-subjects-seed-1973,0.7887660264968872,0.7301632761955261,0.7716150879859924,0.8645201325416565,0.40232354402542114
centre-3-5-subjects-seed-1974,0.7764959931373596,0.7643711566925049,0.7208172082901001,0.8442991971969604,0.35735419392585754
centre-4-5-subjects-seed-1970,0.6354488730430603,0.45908403396606445,0.6744881272315979,0.7727745771408081,0.36469051241874695
centre-4-5-subjects-seed-1971,0.6895275115966797,0.5484723448753357,0.7181258201599121,0.8019843101501465,0.49082547426223755
centre-4-5-subjects-seed-1972,0.6587384939193726,0.526391863822937,0.6867702007293701,0.7630535364151001,0.4514790177345276
centre-4-5-subjects-seed-1973,0.7135723233222961,0.6338531374931335,0.7026340961456299,0.8042295575141907,0.4093455672264099
centre-4-5-subjects-seed-1974,0.6929444074630737,0.608551025390625,0.6905779838562012,0.7797042727470398,0.35090500116348267
centre-5-5-subjects-seed-1970,0.8028855323791504,0.7957989573478699,0.7593908905982971,0.853466808795929,0.4880439341068268
centre-5-5-subjects-seed-1971,0.7815929651260376,0.7656024694442749,0.745909571647644,0.8332669138908386,0.47487983107566833
centre-5-5-subjects-seed-1972,0.8149345517158508,0.7977431416511536,0.772892951965332,0.8741680383682251,0.48414045572280884
centre-5-5-subjects-seed-1973,0.7705017924308777,0.7520121335983276,0.72394198179245,0.8355515599250793,0.47536125779151917
centre-5-5-subjects-seed-1974,0.7865875363349915,0.788770318031311,0.7492566704750061,0.8217355012893677,0.5039164423942566
